USER	WPM	CPS	DURATION	ENTERED	DELETED	SIMILARITY	DISTANCE	DATE	INPUT_LENGTH	OUTPUT_LENGTH	INPUT	OUTPUT	RECORD
kuan-ting23	5.43	0.45	77333	23	8	1.00	0	2015-06-11T07:57:46.556Z	35	35	bank transaction was not registered	bank transaction was not registered	[B, A, N, bank, T, R, treated, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, A, N, S, transaction, W, A, was, not, R, E, re, G, ⌫, ⌫, G, I, S, registered, ⏎]
kuan-ting23	7.62	0.63	36237	11	0	1.00	0	2015-06-11T07:59:05.309Z	23	23	this system of taxation	this system of taxation	[T, this, S, Y, system, O, of, T, A, X, taxation, ⏎]
kuan-ting23	6.16	0.51	75949	26	0	1.00	0	2015-06-11T07:59:43.684Z	39	39	safe to walk the streets in the evening	safe to walk the streets in the evening	[S, A, F, safe, T, O, ⌴, W, A, walk, T, H, the, S, T, R, streets, I, N, in, the, E, V, E, N, evening, ⏎]
kuan-ting23	6.65	0.55	59540	19	1	1.00	0	2015-06-11T08:01:01.659Z	33	33	my favorite subject is psychology	my favorite subject is psychology	[M, Y, my, F, A, V, favorite, S, T, ⌫, U, B, subject, I, S, is, P, S, Y, psychology, ⏎]
kuan-ting23	7.97	0.66	51204	17	0	1.00	0	2015-06-11T08:02:02.186Z	34	34	universally understood to be wrong	universally understood to be wrong	[U, N, I, V, universally, U, N, D, E, understood, T, to, B, be, W, R, wrong, ⏎]
kuan-ting23	5.83	0.49	67897	24	5	1.00	0	2015-06-11T08:02:55.274Z	33	33	raindrops keep falling on my head	raindrops keep falling on my head	[R, A, I, N, D, raindrops, K, E, E, keep, F, A, failed, ⌫, ⌫, ⌫, ⌫, ⌫, L, L, falling, O, N, on, M, my, H, E, head, ⏎]
kuan-ting23	5.51	0.46	78332	23	0	1.00	0	2015-06-11T08:04:04.267Z	36	36	a thoroughly disgusting thing to say	a thoroughly disgusting thing to say	[A, a, T, H, O, R, O, thoroughly, D, I, S, G, disgusting, T, H, I, thing, T, O, to, S, A, say, ⏎]
kuan-ting23	6.67	0.56	61214	27	0	1.00	0	2015-06-11T08:05:23.856Z	34	34	staying up all night is a bad idea	staying up all night is a bad idea	[S, T, A, Y, staying, U, P, up, A, L, L, all, N, I, G, night, I, is, A, a, B, A, bad, I, D, E, idea, ⏎]
kuan-ting23	6.28	0.52	43922	18	0	1.00	0	2015-06-11T08:06:26.166Z	23	23	hair gel is very greasy	hair gel is very greasy	[H, A, I, R, hair, G, E, L, gel, I, is, V, E, very, G, R, E, greasy, ⏎]
kuan-ting23	4.46	0.37	77956	21	0	1.00	0	2015-06-11T08:07:12.167Z	29	29	lie detector tests never work	lie detector tests never work	[L, I, E, lie, D, E, T, E, detector, T, E, S, tests, N, E, V, E, never, W, O, work, ⏎]
kevin23	5.29	0.44	58954	14	0	1.00	0	2015-06-11T07:46:50.168Z	26	26	we better investigate this	we better investigate this	[W, we, B, E, T, better, I, N, V, E, investigate, T, H, this, ⏎]
kevin23	4.02	0.33	101592	30	4	1.00	0	2015-06-11T07:47:50.329Z	34	34	the pen is mightier than the sword	the pen is mightier than the sword	[T, the, P, E, N, pen, I, is, M, I, G, H, T, E, I, ⌫, ⌫, I, mightier, T, H, A, N, T, H, ⌫, ⌫, than, T, the, S, W, O, sword, ⏎]
kevin23	6.07	0.51	43486	16	1	1.00	0	2015-06-11T07:49:32.908Z	22	22	do not drink the water	do not drink the water	[D, O, do, N, P, ⌫, O, not, D, R, I, drink, T, the, W, A, water, ⏎]
kevin23	4.62	0.38	67566	23	3	1.00	0	2015-06-11T07:50:17.676Z	26	26	mystery of the lost lagoon	mystery of the lost lagoon	[M, Y, S, U, ⌫, mystery, O, R, or, ⌫, ⌫, of, T, H, E, the, L, O, S, lost, L, A, G, O, O, lagoon, ⏎]
kevin23	5.06	0.42	49833	19	1	1.00	0	2015-06-11T07:51:26.371Z	21	21	it looks like a shack	it looks like a shack	[I, it, L, O, O, K, look, ⌫, S, looks, L, I, like, A, a, S, H, A, C, shack, ⏎]
kevin23	6.26	0.52	65165	19	1	1.00	0	2015-06-11T07:52:17.229Z	34	34	rejection letters are discouraging	rejection letters are discouraging	[R, E, J, rejection, L, letter, ⌫, S, letters, A, R, E, are, D, I, S, C, O, U, discouraging, ⏎]
kevin23	5.83	0.49	65895	21	1	1.00	0	2015-06-11T07:53:23.391Z	32	32	this equation is too complicated	this equation is too complicated	[T, this, E, Q, A, ⌫, U, A, equation, I, is, T, O, O, too, C, O, M, P, L, I, complicated, ⏎]
kevin23	8.68	0.72	40109	19	0	0.94	2	2015-06-11T07:54:30.406Z	31	29	an airport is a very busy place	an airport is very busy place	[A, N, an, A, I, airport, I, is, V, E, very, B, U, S, busy, P, L, A, place, ⏎]
kevin23	7.87	0.66	42683	21	0	1.00	0	2015-06-11T07:55:11.569Z	28	28	six daughters and seven sons	six daughters and seven sons	[S, I, X, six, D, A, U, G, daughters, A, N, D, and, S, E, V, seven, S, O, N, sons, ⏎]
kevin23	3.99	0.33	114220	31	5	1.00	0	2015-06-11T07:55:55.371Z	38	38	gamblers eventually loose their shirts	gamblers eventually loose their shirts	[G, A, M, B, gamble, ⌫, R, gambler, ⌫, S, ⌫, S, ⌫, S, ⌫, gamblers, E, V, E, N, eventually, L, O, O, loose, T, H, E, their, S, H, I, R, T, S, shirts, ⏎]
kevin23	4.29	0.36	64402	21	9	1.00	0	2015-06-11T07:57:50.832Z	23	23	see you later alligator	see you later alligator	[S, E, E, see, Y, you, L, A, later, A, L, L, I, G, A, alligator, S, E, see, Y, you, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⏎]
kevin23	7.87	0.66	42713	21	0	1.00	0	2015-06-11T07:58:56.417Z	28	28	what you see is what you get	what you see is what you get	[W, H, A, what, Y, you, S, E, E, see, I, S, is, W, H, what, Y, you, G, E, get, ⏎]
kevin23	5.30	0.44	54373	22	1	1.00	0	2015-06-11T07:59:39.933Z	24	24	I will put on my glasses	I will put on my glasses	[I, W, ⌫, I, W, I, will, P, U, put, O, N, on, M, Y, my, G, L, A, S, S, E, glasses, ⏎]
kevin23	6.09	0.51	57180	22	1	1.00	0	2015-06-11T08:00:35.167Z	29	29	I just cannot figure this out	I just cannot figure this out	[I, J, ⌫, I, J, U, S, T, just, C, A, N, cannot, F, I, G, figure, T, this, O, U, T, out, ⏎]
kevin23	6.89	0.57	43564	12	0	1.00	0	2015-06-11T08:01:33.471Z	25	25	for your information only	for your information only	[F, for, Y, O, your, I, N, F, information, O, N, only, ⏎]
kevin23	7.87	0.66	61014	25	0	1.00	0	2015-06-11T08:02:18.190Z	40	40	burglars never leave their business card	burglars never leave their business card	[B, U, R, G, L, burglars, N, E, never, L, E, A, leave, T, H, their, B, U, S, business, C, A, R, D, card, ⏎]
kevin23	5.80	0.48	53752	20	1	1.00	0	2015-06-11T08:03:20.315Z	26	26	always cover all the bases	always cover all the bases	[A, L, W, A, always, C, O, V, cover, A, L, all, T, H, the, B, A, base, ⌫, S, bases, ⏎]
kevin23	5.35	0.45	60550	16	0	1.00	0	2015-06-11T08:04:15.188Z	27	27	that is a very odd question	that is a very odd question	[T, H, A, that, I, S, is, A, a, V, very, O, D, odd, Q, question, ⏎]
kevin23	6.23	0.52	65443	25	2	1.00	0	2015-06-11T08:05:16.742Z	34	34	that sticker needs to be validated	that sticker needs to be validated	[T, the, ⌫, ⌫, A, that, S, T, I, C, sticker, N, E, E, needs, T, O, to, B, E, be, V, A, L, I, D, validated, ⏎]
kevin23	7.40	0.62	40548	19	2	1.00	0	2015-06-11T08:06:23.088Z	25	25	February has an extra day	February has an extra day	[F, E, B, February, H, A, has, A, N, and, ⌫, ⌫, an, E, X, T, R, extra, D, A, day, ⏎]
ben27	4.38	0.36	74053	19	0	0.96	1	2015-06-11T08:33:31.234Z	27	27	fine but only in moderation	find but only in moderation	[F, I, find, B, U, but, O, N, only, I, in, M, O, D, E, R, A, T, moderation, ⏎]
ben27	4.97	0.41	70077	23	0	1.00	0	2015-06-11T08:34:49.956Z	29	29	video camera with a zoom lens	video camera with a zoom lens	[V, I, D, video, C, A, M, E, camera, W, I, with, A, a, Z, O, O, M, zoom, L, E, N, S, ⏎]
ben27	5.17	0.43	85920	28	3	1.00	0	2015-06-11T08:36:02.146Z	37	37	the elevator door appears to be stuck	the elevator door appears to be stuck	[T, the, E, I, E, ⌫, ⌫, L, E, V, elevator, D, O, O, door, A, P, P, appears, T, to, A, ⌫, B, E, ⌴, S, T, U, C, K, ⏎]
ben27	5.15	0.43	39582	15	0	1.00	0	2015-06-11T08:37:30.126Z	17	17	rain rain go away	rain rain go away	[R, A, I, N, ⌴, R, A, I, N, ⌴, G, go, A, W, away, ⏎]
ben27	6.82	0.57	54548	18	0	1.00	0	2015-06-11T08:38:11.633Z	31	31	valid until the end of the year	valid until the end of the year	[V, A, L, I, valid, U, N, until, the, E, end, O, of, T, the, Y, E, year, ⏎]
ben27	4.99	0.42	62477	18	2	1.00	0	2015-06-11T08:39:07.522Z	26	26	are you sure you want this	are you sure you want this	[A, R, are, Y, Y, ⌫, you, S, U, sure, X, ⌫, Y, O, you, W, A, want, T, this, ⏎]
ben27	4.54	0.38	89879	23	0	1.00	0	2015-06-11T08:40:11.501Z	34	34	the music is better than it sounds	the music is better than it sounds	[T, H, the, M, U, music, I, is, B, E, T, better, T, H, A, than, I, T, it, S, O, U, sounds, ⏎]
ben27	7.85	0.65	32121	14	0	1.00	0	2015-06-11T08:41:43.932Z	21	21	call for more details	call for more details	[C, A, call, F, O, for, M, O, R, more, D, E, T, details, ⏎]
ben27	4.11	0.34	105214	32	2	1.00	0	2015-06-11T08:42:17.335Z	36	36	questioning the wisdom of the courts	questioning the wisdom of the courts	[Q, V, ⌫, U, E, S, T, I, O, P, ⌫, N, I, N, questioning, T, H, E, the, W, I, S, D, O, wisdom, O, of, T, the, C, O, U, R, courts, ⏎]
ben27	6.01	0.50	63871	21	1	1.00	0	2015-06-11T08:44:03.823Z	32	32	the ventilation system is broken	the ventilation system is broken	[T, the, V, E, N, T, I, L, A, ventilation, S, Y, system, I, is, B, S, ⌫, R, O, K, broken, ⏎]
ben27	5.39	0.45	84593	23	1	1.00	0	2015-06-11T08:45:10.683Z	38	38	handicapped persons need consideration	handicapped persons need consideration	[H, A, N, D, I, handicapped, P, E, person, ⌫, S, ⌴, N, E, need, C, O, N, S, I, D, E, R, consideration, ⏎]
ben27	5.83	0.49	55577	19	1	1.00	0	2015-06-11T08:46:37.662Z	27	27	do you prefer a window seat	do you prefer a window seat	[D, do, ⌴, ⌫, you, P, R, E, F, prefer, A, a, W, I, N, window, S, E, A, seat, ⏎]
ben27	4.89	0.41	66319	22	3	1.00	0	2015-06-11T08:47:35.091Z	27	27	the assault took six months	the assault took six months	[T, the, A, S, S, A, U, assault, T, O, O, took, S, I, six, N, O, N, ⌫, ⌫, ⌫, M, O, N, months, ⏎]
ben27	8.33	0.69	33151	13	0	1.00	0	2015-06-11T08:48:43.355Z	23	23	bad for the environment	bad for the environment	[B, A, D, bad, F, for, T, the, E, N, V, I, environment, ⏎]
ben27	7.14	0.60	52082	24	3	1.00	0	2015-06-11T08:49:18.466Z	31	31	this leather jacket is too warm	this leather jacket is too warm	[T, this, I, E, A, ⌫, ⌫, ⌫, L, E, A, T, leather, J, A, C, K, jacket, I, is, T, O, too, W, A, R, warm, ⏎]
ben27	10.82	0.90	33282	21	0	1.00	0	2015-06-11T08:50:12.081Z	30	30	a subject one can really enjoy	a subject one can really enjoy	[A, a, S, U, B, subject, O, N, one, C, A, can, R, E, A, L, really, E, N, J, enjoy, ⏎]
ben27	7.96	0.66	43713	18	0	1.00	0	2015-06-11T08:50:47.127Z	29	29	experience is hard to come by	experience is hard to come by	[E, X, P, experience, I, is, H, A, R, hard, T, to, C, O, M, come, B, by, ⏎]
ben27	8.45	0.70	26992	13	0	1.00	0	2015-06-11T08:51:31.902Z	19	19	the power of denial	the power of denial	[T, the, P, O, power, O, of, D, E, N, I, A, denial, ⏎]
ben27	10.38	0.87	36993	18	0	1.00	0	2015-06-11T08:52:00.163Z	32	32	the algorithm is too complicated	the algorithm is too complicated	[T, the, A, L, G, algorithm, I, is, T, O, too, C, O, M, P, L, I, complicated, ⏎]
ben27	5.31	0.44	63241	23	3	1.00	0	2015-06-11T08:52:38.363Z	28	28	the early bird gets the worm	the early bird gets the worm	[T, the, E, A, R, early, B, I, R, bird, G, E, get, ⌫, S, ⌴, T, the, W, A, R, ⌫, ⌫, O, R, worm, ⏎]
afra29	7.05	0.59	71457	24	0	1.00	0	2015-06-11T09:01:10.602Z	42	42	rent is paid at the beginning of the month	rent is paid at the beginning of the month	[R, E, N, rent, I, is, P, A, I, paid, A, at, T, the, B, E, G, beginning, O, of, the, M, O, month, ⏎]
afra29	3.90	0.32	104675	26	9	1.00	0	2015-06-11T09:02:24.568Z	34	34	stiff penalty for staying out late	stiff penalty for staying out late	[S, T, I, sticks, ⌫, ⌫, ⌫, ⌫, stiff, P, E, N, penalty, F, for, S, T, A, I, ⌫, Y, staying, O, U, out, I, A, T, ⌫, ⌫, ⌫, J, ⌫, L, late, ⏎]
afra29	5.38	0.45	62450	19	2	1.00	0	2015-06-11T09:04:12.774Z	28	28	my mother makes good cookies	my mother makes good cookies	[M, my, M, O, T, mother, N, ⌫, M, A, K, make, ⌫, S, ⌴, G, good, C, O, O, cookies, ⏎]
afra29	6.36	0.53	66008	23	5	1.00	0	2015-06-11T09:05:16.595Z	35	35	the punishment should fit the crime	the punishment should fit the crime	[T, the, P, V, ⌫, ⌫, P, U, N, punishment, S, H, should, E, ⌫, F, I, fit, T, the, D, C, ⌫, ⌫, C, R, I, crime, ⏎]
afra29	7.06	0.59	51017	17	0	1.00	0	2015-06-11T09:06:24.006Z	30	30	I can still feel your presence	I can still feel your presence	[I, I, C, can, S, T, still, F, E, feel, Y, your, P, R, E, S, presence, ⏎]
afra29	7.94	0.66	48338	21	1	1.00	0	2015-06-11T09:07:16.441Z	32	32	so you think you deserve a raise	so you think you deserve a raise	[T, ⌫, S, so, Y, you, T, H, think, Y, you, D, E, S, E, deserve, A, a, R, A, I, raise, ⏎]
afra29	4.68	0.39	89773	30	6	1.00	0	2015-06-11T09:08:06.153Z	35	35	the picket line gives me the chills	the picket line gives me the chills	[T, the, P, J, ⌫, I, C, K, E, picket, I, ⌫, L, I, line, G, I, gives, N, ⌫, M, mm, ⌫, ⌫, E, ⌴, T, the, C, H, I, L, M, ⌫, L, S, ⏎]
afra29	5.19	0.43	46236	16	1	1.00	0	2015-06-11T09:09:37.296Z	20	20	the daring young man	the daring young man	[T, the, D, A, R, I, daring, Y, O, N, ⌫, U, N, young, M, A, N, ⏎]
afra29	7.44	0.62	37120	15	0	0.74	8	2015-06-11T09:10:24.615Z	31	23	prepare for the exam in advance	prepare for the exam in	[P, R, E, P, prepare, F, for, the, E, X, A, M, ⌴, I, in, ⏎]
afra29	5.77	0.48	41570	17	0	1.00	0	2015-06-11T09:11:04.508Z	20	20	we park in driveways	we park in driveways	[W, E, ⌴, P, A, R, K, ⌴, I, in, D, R, I, V, E, W, driveways, ⏎]
afra29	7.25	0.60	48009	19	1	1.00	0	2015-06-11T09:11:47.815Z	29	29	we are subjects and must obey	we are subjects and must obey	[W, we, A, R, are, S, U, subject, ⌫, S, ⌴, A, and, M, U, must, O, B, E, Y, ⏎]
afra29	10.23	0.85	29318	15	0	1.00	0	2015-06-11T09:12:37.116Z	25	25	February has an extra day	February has an extra day	[F, E, B, February, H, has, A, an, E, X, T, extra, D, A, day, ⏎]
afra29	7.39	0.62	34119	14	0	1.00	0	2015-06-11T09:13:07.845Z	21	21	I like to play tennis	I like to play tennis	[I, I, L, I, like, to, P, L, play, T, E, N, N, tennis, ⏎]
afra29	6.13	0.51	27408	9	1	0.58	10	2015-06-11T09:13:43.726Z	24	14	the price of gas is high	the price of g	[S, ⌫, T, the, P, R, I, price, of, G, ⏎]
afra29	6.88	0.57	47127	17	1	1.00	0	2015-06-11T09:14:12.816Z	27	27	the union will go on strike	the union will go on strike	[U, ⌫, T, the, U, N, I, union, W, will, G, go, on, S, T, R, I, strike, ⏎]
afra29	5.41	0.45	46566	19	2	1.00	0	2015-06-11T09:15:01.052Z	21	21	santa claus got stuck	Santa claus got stuck	[S, A, N, Santa, C, L, A, U, S, ⌴, G, got, S, T, V, ⌫, U, D, ⌫, C, stuck, ⏎]
afra29	8.48	0.71	36798	17	2	1.00	0	2015-06-11T09:15:48.668Z	26	26	fall is my favorite season	fall is my favorite season	[F, A, fall, I, it, ⌫, ⌫, S, ⌴, M, my, F, A, V, favorite, S, E, A, season, ⏎]
afra29	6.16	0.51	66252	26	6	1.00	0	2015-06-11T09:16:26.357Z	34	34	staying up all night is a bad idea	staying up all night is a bad idea	[S, T, A, Y, staying, U, up, L, ⌫, A, L, all, N, I, night, I, is, a, B, A, based, ⌫, ⌫, ⌫, ⌫, D, ⌴, H, ⌫, I, D, idea, ⏎]
afra29	5.83	0.49	63798	18	1	1.00	0	2015-06-11T09:17:33.745Z	31	31	an excellent way to communicate	an excellent way to communicate	[A, an, E, X, C, excellent, W, A, way, T, to, C, N, ⌫, O, M, M, U, communicate, ⏎]
afra29	10.66	0.89	29256	12	0	1.00	0	2015-06-11T09:18:38.683Z	26	26	where did you get that tie	where did you get that tie	[W, H, where, D, did, you, G, get, T, that, T, tie, ⏎]
cindy29	3.69	0.31	87743	20	7	0.96	1	2015-06-11T09:25:47.724Z	28	27	six daughters and seven sons	six daughter and seven sons	[S, I, six, D, A, U, daughter, A, and, that, ⌫, ⌫, ⌫, ⌫, ⌫, S, E, V, seven, S, O, N, S, S, ⌫, ⌫, sons, ⏎]
cindy29	6.51	0.54	49752	15	0	1.00	0	2015-06-11T09:27:20.120Z	27	27	it should be sunny tomorrow	it should be sunny tomorrow	[I, it, S, should, B, be, S, U, N, N, sunny, T, O, M, tomorrow, ⏎]
cindy29	3.65	0.30	111757	28	6	1.00	0	2015-06-11T09:28:11.700Z	34	34	tell a lie and your nose will grow	tell a lie and your nose will grow	[T, E, tell, B, ⌫, A, ⌴, I, ⌫, L, I, like, 😀, ⌫, ⌫, ⌫, E, ⌴, A, and, Y, your, N, O, S, E, ⌴, W, will, G, R, O, W, W, ⌫, ⏎]
cindy29	4.47	0.37	75169	19	2	1.00	0	2015-06-11T09:30:04.868Z	28	28	elections bring out the best	elections bring out the best	[E, L, election, S, ⌫, ⌫, S, ⌴, B, R, bring, O, U, T, ⌴, T, the, B, E, S, T, ⏎]
cindy29	4.35	0.36	93862	29	3	0.97	1	2015-06-11T09:31:21.484Z	35	34	the picket line gives me the chills	the picket line give me the chills	[T, the, P, I, C, K, E, T, ⌴, L, I, N, line, G, give, M, E, ⌴, T, T, T, ⌫, ⌫, the, C, H, J, ⌫, I, L, L, chills, ⏎]
cindy29	5.64	0.47	55351	17	2	1.00	0	2015-06-11T09:32:57.046Z	26	26	the minimum amount of time	the minimum amount of time	[T, the, M, I, N, minimum, A, M, amount, O, O, ⌫, E, ⌫, F, ⌴, T, I, time, ⏎]
cindy29	3.65	0.30	92124	22	15	1.00	0	2015-06-11T09:33:54.076Z	28	28	where did I leave my glasses	where did i leave my glasses	[W, were, ⌫, ⌫, ⌫, ⌫, ⌫, W, H, E, where, will we, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, D, did, I, ⌴, L, E, A, leave, M, my, G, L, glass, ⌫, S, ⌫, glasses, ⏎]
cindy29	6.31	0.53	41809	15	0	0.82	4	2015-06-11T09:35:27.449Z	22	22	breathing is difficult	breathing is different	[B, R, E, A, T, H, I, N, G, ⌴, I, is, D, I, different, ⏎]
cindy29	4.26	0.35	81697	25	11	1.00	0	2015-06-11T09:36:10.215Z	29	29	flashing red light means stop	flashing red light means stop	[F, L, flight, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, L, A, S, H, I, N, G, ⌴, R, red, L, I, light, M, E, A, means, S, T, states, ⌫, ⌫, ⌫, ⌫, ⌫, O, P, ⏎]
cindy29	4.77	0.40	42799	15	0	1.00	0	2015-06-11T09:37:33.260Z	17	17	rain rain go away	rain rain go away	[R, A, I, N, ⌴, R, A, I, N, ⌴, G, go, A, W, away, ⏎]
cindy29	2.97	0.25	141432	38	20	1.00	0	2015-06-11T09:38:17.059Z	35	35	what a monkey sees a monkey will do	what a monkey sees a monkey will do	[W, H, what, A, ⌴, M, O, money, S, E, see, ⌫, S, ⌴, A, A, ⌫, ⌴, M, O, money, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, N, K, monkey, S, E, see, ⌫, S, ⌴, A, ⌴, M, O, N, K, monkey, W, will, D, do, ⏎]
cindy29	7.57	0.63	46000	18	1	0.90	3	2015-06-11T09:40:39.587Z	29	29	I do not fully agree with you	l do not fully agree will you	[L, ⌴, D, do, N, not, F, U, full, ⌫, Y, ⌴, A, G, agree, W, will, Y, you, ⏎]
cindy29	8.01	0.67	38945	18	0	0.93	2	2015-06-11T09:41:26.580Z	28	26	a fox is a very smart animal	a fox is very smart animal	[A, ⌴, F, O, X, ⌴, I, is, V, very, S, M, A, smart, A, N, I, animal, ⏎]
cindy29	5.79	0.48	57995	20	10	1.00	0	2015-06-11T09:42:06.468Z	28	28	elephants are afraid of mice	elephants are afraid of mice	[F, 😀, fact, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, ⌫, E, M, ⌫, L, E, P, elephants, B, ⌫, A, are, A, F, afraid, O, of, M, I, C, mice, ⏎]
cindy29	7.95	0.66	49785	20	0	1.00	0	2015-06-11T09:43:05.741Z	33	33	do you get nervous when you speak	do you get nervous when you speak	[D, do, Y, you, G, get, N, E, R, nervous, W, H, E, when, Y, you, S, P, E, speak, ⏎]
cindy29	4.59	0.38	94074	31	10	1.00	0	2015-06-11T09:43:56.692Z	36	36	a much higher risk of getting cancer	a much higher risk of getting cancer	[A, M, U, ⌫, ⌫, ⌴, M, V, ⌫, U, much, H, I, G, higher, R, I, rise, ⌫, ⌫, K, ⌴, O, of, G, G, G, ⌫, ⌫, get, T, ⌫, ⌫, T, getting, S, ⌫, C, A, N, cancer, ⏎]
cindy29	5.30	0.44	61186	22	2	1.00	0	2015-06-11T09:45:33.210Z	27	27	two or three cups of coffee	two or three cups of coffee	[T, W, O, ⌴, O, or, T, H, R, R, ⌫, three, C, U, cup, ⌫, S, ⌴, O, of, C, O, F, coffee, ⏎]
cindy29	4.50	0.37	16004	5	1	0.23	20	2015-06-11T09:46:35.513Z	26	6	the back yard of our house	the BA	[U, ⌫, T, the, B, BA, ⏎]
cindy29	8.76	0.73	36998	15	0	1.00	0	2015-06-11T09:46:55.934Z	27	27	this watch is too expensive	this watch is too expensive	[T, this, W, A, T, watch, I, is, T, O, too, E, X, P, expensive, ⏎]
cindy29	7.06	0.59	54413	19	4	0.75	8	2015-06-11T09:47:34.001Z	29	32	can I skate with sister today	can I skate will sister together	[C, can, I, I, S, K, skin, ⌫, ⌫, ⌫, ⌫, K, A, skate, W, will, S, I, S, sister, T, O, together, ⏎]
